,date,price,description,location,bedrooms,bathrooms,land,floor
143,28/08/2024,"Rp2,75 Miliar",Dijual Rumah Siap Huni Taman Permata Indah 2 Pejagalan Jakarta Utara,"Penjaringan, Jakarta Utara",3,2,97 m²,160 m²
144,28/08/2024,"Rp7,3 Miliar",Rumah mewah hook di permata hijau dijual harga njop,"Kebayoran Lama, Jakarta Selatan",3,2,365 m²,450 m²
145,28/08/2024,"Rp6,5 Miliar",Jual Termurah di Kavling AL Duren Sawit Rumah 2 Lantai Kokoh dan Bagus  Siap Huni,"Duren Sawit, Jakarta Timur",5,4,440 m²,700 m²
146,28/08/2024,"Rp1,87 Miliar","Rumah Baru 2Lt, American Classic dgn Balkon Luas, Lingk. Nyaman dlm Premium Cluster di Srengseng Sawah, Jagakarsa","Jagakarsa, Jakarta Selatan",3,3,70 m²,118 m²
147,28/08/2024,Rp11 Miliar,Dijual Rumah Mewah Asri Dalam Komplek di Lebak Bulus Jakarta Selatan Rumah mewah bebas Banjir,"Cilandak, Jakarta Selatan",5,4,600 m²,448 m²
148,28/08/2024,Rp650 Juta,"Dijual Murah Rumah baru dengan Akses Mobil di Kramat Jati, Jakarta Timur, Jakarta","Kramat Jati, Jakarta Timur",1,1,84 m²,40 m²
149,28/08/2024,Rp399 Juta,TERMURAH RUMAH SIAPHUNI DI CINANGKA DEKAT PONDOK CABE,"Kebayoran Lama, Jakarta Selatan",2,1,60 m²,40 m²
150,28/08/2024,"Rp8,8 Miliar",DIJUAL BRAND NEW HOUSE 3 LANTAI BONAVISTA RESIDENCE LEBAK BULUS Rumah Baru di Lebak Bulus,"Cilandak, Jakarta Selatan",5,5,180 m²,417 m²
151,28/08/2024,"Rp1,55 Miliar","Rumah Baru 2Lt, Modern Classic, Siap Huni, Lingk. Nyaman dlm Cluster di M Kahfi 2, Cipedak, Jagakarsa","Jagakarsa, Jakarta Selatan",3,3,70 m²,100 m²
152,28/08/2024,"Rp4,2 Miliar",Dijual Rumah Lama Siap Huni,"Kebayoran Lama, Jakarta Selatan",0,0,270 m²,120 m²
153,27/08/2024,"Rp1,49 Miliar",Rumah Cengkareng dijual harga murah cocok untuk bangun Kostan tidak banjir Jakarta Barat,"Cengkareng, Jakarta Barat",2,2,152 m²,152 m²
154,21/08/2024,"Rp7,5 Miliar","Rumah dijual, siap huni,  Cipete Utara, Kebayoran Baru, Jaksel","Kebayoran Baru, Jakarta Selatan",5,4,240 m²,260 m²
155,21/08/2024,"Rp7,8 Miliar","TURUN HARGA!! Rumah Green Ville, Jakarta Barat, 12x20 m², 3½ Lt, SHM (TSI/16377)","Kebon Jeruk, Jakarta Barat",6,5,240 m²,680 m²
156,21/08/2024,"Rp7,8 Miliar","TURUN HARGA!! Rumah Green Ville, Jakarta Barat, 12x20 m², 3½ Lt, SHM (TSI/16377)","Kebon Jeruk, Jakarta Barat",6,5,240 m²,680 m²
157,21/08/2024,"Rp5,5 Miliar",Rumah Tinggal Dijual daerah Klender,"Duren Sawit, Jakarta Timur",10,4,245 m²,400 m²
158,21/08/2024,"Rp1,3 Miliar",Dijual Rumah Baru Siap Huni Dalam Mini Cluster di Cipayung Jakarta Timur Rumah Cantik Siap Huni,"Cipayung, Jakarta Timur",3,2,72 m²,104 m²
159,21/08/2024,"Rp2,2 Miliar",Dijual Cepat Rumah Mewah Murah Dalam Komplek di Setu Cipayung Jakarta Timur,"Cipayung, Jakarta Timur",4,3,163 m²,230 m²
160,21/08/2024,"Rp1,1 Miliar",Di Jual rumah di kresek .duri kosambi. Cengkareng.jakarta barat,"Cengkareng, Jakarta Barat",2,2,60 m²,72 m²
161,21/08/2024,"Rp2,5 Miliar","Rumah Dijual di Pejaten Barat, Pasar Minggu, Jakarta Selatan, Jakarta","Pasar Minggu, Jakarta Selatan",5,4,116 m²,260 m²
162,21/08/2024,"Rp4,5 Miliar","Rumah di Lebak Bulus, Cilandak Barat, Jakarta Selatan","Cilandak, Jakarta Selatan",4,3,123 m²,150 m²
163,21/08/2024,"Rp4,5 Miliar","Rumah dijual di Lebak Bulus, Cilandak Barat Jakarta Selatan","Cilandak, Jakarta Selatan",4,3,123 m²,150 m²
164,21/08/2024,"Rp3,2 Miliar","Rumah Seken di Tebet, Jakarta Selatan, Jakarta Bebas Banjir Dekat Stasiun","Tebet, Jakarta Selatan",4,2,128 m²,150 m²
165,21/08/2024,"Rp3,2 Miliar",Rumah Dijual di Pejaten Barat Seken Bebas Banjir Dekat Stasiun,"Pasar Minggu, Jakarta Selatan",4,3,126 m²,300 m²
166,21/08/2024,Rp14 Miliar,"Rumah Seken di Cilandak, Jakarta Selatan, Jakarta Bebas Banjir Dekat Sekolah","Pejaten Barat, Jakarta Selatan",3,3,1111 m²,348 m²
167,21/08/2024,"Rp3,5 Miliar","Rumah Baru di Pasar Minggu, Jakarta Selatan, Jakarta Bebas Banjir Keamanan 24 Jam","Pasar Minggu, Jakarta Selatan",4,3,122 m²,210 m²
168,21/08/2024,"Rp5,5 Miliar","Rumah Seken di Pasar Minggu, Jakarta Selatan, Jakarta Bebas Banjir Keamanan 24 Jam","Pasar Minggu, Jakarta Selatan",4,4,180 m²,250 m²
169,21/08/2024,Rp6 Miliar,Rumah di Pejaten Barat Seken Bebas Banjir Keamanan 24 Jam,"Pasar Minggu, Jakarta Selatan",3,4,175 m²,241 m²
170,21/08/2024,Rp7 Miliar,Jual Rumah Asri di Jaksel,"Jagakarsa, Jakarta Selatan",9,4,216 m²,540 m²
171,21/08/2024,Rp6 Miliar,Rumah dijual Pinggir Jalan Pondok Kelapa Raya,"Duren Sawit, Jakarta Timur",5,3,195 m²,250 m²
172,21/08/2024,Rp4 Miliar,Di jual Rumah posisi boulevard. Di citra 1. Kalideres jakarta barat,"Kali Deres, Jakarta Barat",3,2,300 m²,169 m²
173,20/08/2024,"Rp1,6 Miliar","Rumah dijual harga sangat murah dibawah pasaran cocok untuk invest lokasi strategis di Perumahan Taman Ratu Indah, Duri Kepa, Kebon Jeruk, Jakarta Barat","Kebon Jeruk, Jakarta Barat",2,1,117 m²,119 m²
174,14/08/2024,"Rp1,5 Miliar","DIJUAL CEPAT RUMAH LOKASI SANGAT STRATEGIS  DI KOMPLEKS KIMIA FARMA  DURENSAWIT, JAKARTA TIMUR","Duren Sawit, Jakarta Timur",4,2,75 m²,119 m²
175,14/08/2024,"Rp4,5 Miliar","Dijual Rumah Cantik 2 Lantai, Sirkulasi Udara Maksimal, Lingkungan Asri, Aman, Nyaman, Tenang di Kebagusan, Pasar Minggu, Jakarta Selatan","Pasar Minggu, Jakarta Selatan",5,4,410 m²,400 m²
176,14/08/2024,Rp12 Miliar,dijual rumah golf island di Pantai Indah Kapuk,"Penjaringan, Jakarta Utara",6,5,200 m²,595 m²
177,14/08/2024,Rp42 Miliar,"Dijual Rumah Mewah Pantai Mutiara Modern Design Rumah elit Rumah Mewah Rumah sultan Pantai Mutiara Prime Rumah Mewah di Pantai Mutiara, Jakarta Utara Seberang Dermaga Kanal Pantai Mutiara","Penjaringan, Jakarta Utara",5,5,609 m²,1200 m²
178,14/08/2024,Rp18 Miliar,dijual rumah golf island di Pantai Indah Kapuk,"Penjaringan, Jakarta Utara",4,3,600 m²,595 m²
179,14/08/2024,Rp6 Miliar,"Rumah 3 Lantai Tebet Barat , Komisi Agent 2% * , Nego","Tebet, Jakarta Selatan",6,5,108 m²,250 m²
180,14/08/2024,"Rp9,5 Miliar",dijual rumah rome mediterania di Pantai Indah Kapuk,"Penjaringan, Jakarta Utara",4,3,250 m²,620 m²
181,14/08/2024,"Rp4,4 Miliar",Di jual rumah cantik di permata buana (perbun) kembangan jakarta barat,"Kembangan, Jakarta Barat",3,3,144 m²,200 m²
182,14/08/2024,Rp60 Miliar,"Dijual Rumah Tua, Jalan Brawijaya, Jakarta Selatan","Kebayoran Baru, Jakarta Selatan",3,3,506 m²,250 m²
183,14/08/2024,Rp22 Miliar,"Dijual Rumah di Tebet, Jakarta Selatan, Jakarta 3 Lantai Cocok Untuk Rumah Pribadi/Usaha","Tebet, Jakarta Selatan",8,8,540 m²,814 m²
184,14/08/2024,"Rp4,99 Miliar",Jual Rumah Cepat Daerah Jakarta Pusat,"Menteng, Jakarta Pusat",9,4,215 m²,219 m²
185,14/08/2024,"Rp2,5 Miliar",Dijual Rumah Baru Renovasi dua Lantai Di Cipayung Jakarta Timur di,"Cipayung, Jakarta Timur",5,3,128 m²,160 m²
186,14/08/2024,"Rp1,6 Miliar",Rumah pondok kelapa duren sawit jakarta timur,"Duren Sawit, Jakarta Timur",3,2,108 m²,108 m²
187,07/08/2024,"Rp2,2 Miliar",Dijual Rumah Cluster Daerah Jagakarsa,Jakarta,3,4,95 m²,148 m²
188,07/08/2024,"Rp8,5 Miliar",Dijual Rumah Cluster 2 Lantai Daerah Jagakarsa,"Jagakarsa, Jakarta Selatan",4,4,630 m²,548 m²
189,07/08/2024,"Rp10,5 Miliar",Dijual Rumah 2 Lantai Daerah Kebayoran Baru,"Kebayoran Baru, Jakarta Selatan",4,4,300 m²,247 m²
190,07/08/2024,Rp12 Miliar,Dijual Rumah Kost 2 Lantai Daerah Pancoran,"Pancoran, Jakarta Selatan",10,10,660 m²,449 m²
191,07/08/2024,Rp18 Miliar,Dijual Rumah Mewah Dengan Swimming Pool Daerah Pancoran,"Pancoran, Jakarta Selatan",5,5,500 m²,309 m²
192,07/08/2024,Rp12 Miliar,Dijual Rumah Modern 2 Lantai Daerah Pesanggrahan,Jakarta,4,3,433 m²,259 m²
193,07/08/2024,"Rp7,1 Miliar",Dijual Rumah Hook 2 Lantai Full Garden Daerah Pesanggrahan,"Pesanggrahan, Jakarta Selatan",6,5,300 m²,300 m²
194,07/08/2024,"Rp64,5 Miliar",Dijual Rumah Mewah 2 Lantai Dengan Kebayoran Lama,"Kebayoran Lama, Jakarta Selatan",9,5,866 m²,1 m²
195,07/08/2024,"Rp1,2 Miliar",Dijual Cepat Rumah Baru Di Lebak Bulus Akses MRT Dan Jl Toll Pondok Indah/ Fatmawati,"Cilandak, Jakarta Selatan",2,1,72 m²,50 m²
196,07/08/2024,"Rp6,1 Miliar","Rumah Taman Surya 2,5lt Kalideres Jakarta Barat Rumah Mewah Taman Surya siap huni","Kali Deres, Jakarta Barat",3,4,264 m²,380 m²
197,07/08/2024,"Rp2,3 Miliar",Dijual Rumah Mutiara Taman Palem Cengkareng Jakarta Barat Rumah 2 lantai siap Huni Rumah Nyaman terawat Palem di Cengkareng,"Cengkareng, Jakarta Barat",3,2,90 m²,172 m²
198,07/08/2024,Rp14 Miliar,Dijual Rumah Townhouse Mewah Dengan Private Lift Daerah Cilandak,"Cilandak, Jakarta Selatan",5,6,235 m²,630 m²
199,07/08/2024,"Rp7,1 Miliar",Dijual Rumah 3 Lantai Dengan Swimming Pool Daerah Cilandak,Jakarta,5,6,275 m²,419 m²
200,07/08/2024,"Rp18,5 Miliar",Rumah Mewah 2 lantai dijual murah Jakarta Selatan di Ragunan,"Pasar Minggu, Jakarta Selatan",7,7,1050 m²,1000 m²
201,07/08/2024,Rp8 Miliar,Dijual Rumah Mewah 2 Lantai Daerah Cilandak,"Cilandak, Jakarta Selatan",6,5,613 m²,800 m²
202,07/08/2024,"Rp4,3 Miliar","Dijual Rumah Minimalis Daerah Cipete, Cilandak, Jakarta Selatan","Cilandak, Jakarta Selatan",3,1,128 m²,126 m²
203,07/08/2024,"Rp2,4 Miliar",Dijual Rumah 2 Lantai Daerah Jagakarsa,"Jagakarsa, Jakarta Selatan",4,3,161 m²,180 m²
204,07/08/2024,"Rp3,7 Miliar",Dijual Rumah 2 Lantai Dengan Smart Home Daerah Pasar Minggu,"Pasar Minggu, Jakarta Selatan",3,2,104 m²,178 m²
205,07/08/2024,Rp10 Miliar,Dijual Rumah Mewah Dengan Swimming Pool Daerah Pasar Minggu,"Pasar Minggu, Jakarta Selatan",4,6,337 m²,399 m²
206,07/08/2024,"Rp5,3 Miliar",Dijual Rumah Cluster Baru 2 Lantai Desain Eksklusif,Jakarta,4,3,138 m²,224 m²
207,07/08/2024,"Rp5,6 Miliar",Dijual Rumah Cluster Mewah 2 Lantai Daerah Pasar Minggu,"Pasar Minggu, Jakarta Selatan",5,5,211 m²,273 m²
208,07/08/2024,"Rp5,6 Miliar","Rumah di Area Citra Garden 2, Kondisi Full Furnish, Posisi Hook, Harga Masih Bisa Nego","Cengkareng, Jakarta Barat",4,4,232 m²,310 m²
209,07/08/2024,"Rp4,5 Miliar","Rumah mewah 4lt modern hanya di Jagakarsa, Jakarta Selatan, Jakarta","Jagakarsa, Jakarta Selatan",5,5,120 m²,300 m²
210,07/08/2024,"Rp7,53 Miliar",Rumah baru 3lt plus rooftop modern di Lebak Bulus,"Cilandak, Jakarta Selatan",4,4,134 m²,364 m²
211,31/07/2024,"Rp6,75 Miliar",Jual Cepat!!! Rumah Pinggir Jalan Cipayung Bambu Apus Jakarta Timur,"Cipayung, Jakarta Timur",6,3,640 m²,250 m²
212,31/07/2024,"Rp1,5 Miliar",Rumah di Belakang Mall Kota Kasablanka,"Tebet, Jakarta Selatan",2,2,75 m²,150 m²
213,31/07/2024,Rp240 Juta,Rumah 1 lantai setengah termurah di depok,"Gambir, Jakarta Pusat",2,1,40 m²,30 m²
214,31/07/2024,Rp240 Juta,Rumah 1 lantai setengah termurah di depok,"Cempaka Putih, Jakarta Pusat",2,1,40 m²,30 m²
215,31/07/2024,"Rp2,98 Miliar",RUMAH DIJUAL DI PONDOK LABU CILANDAK,"Cilandak, Jakarta Selatan",3,3,140 m²,140 m²
216,31/07/2024,Rp240 Juta,Rumah 1 lantai setengah termurah di depok,"Menteng, Jakarta Pusat",2,1,40 m²,30 m²
217,31/07/2024,Rp240 Juta,Rumah 1 lantai setengah termurah terlaris di depok,"Pasar Minggu, Jakarta Selatan",2,1,40 m²,30 m²
218,31/07/2024,Rp240 Juta,Rumah 1 lantai setengah termurah di depok Baru,"Pancoran, Jakarta Selatan",2,1,40 m²,30 m²
219,31/07/2024,Rp240 Juta,Rumah 1 lantai setengah termurah di depok,"Mampang Prapatan, Jakarta Selatan",2,1,40 m²,30 m²
220,31/07/2024,"Rp33,5 Miliar",Dijual rumah diamond pik hadap utara cluster termewah di pik,"Penjaringan, Jakarta Utara",6,4,450 m²,900 m²
221,31/07/2024,"Rp9,1 Miliar",Rumah harga NJOP di Kemang Timur Jak-Sel,"Mampang Prapatan, Jakarta Selatan",3,3,535 m²,250 m²
222,31/07/2024,"Rp4,6 Miliar","Di jual Rumah di cempaka putih tengah, hitung tanahnya saja!!!","Cempaka Putih, Jakarta Pusat",5,2,209 m²,150 m²
223,31/07/2024,"Rp3,9 Miliar",Di Jual Rumah di Jalan Cendrawasih! Luas dan Siap Huni!,"Cengkareng, Jakarta Barat",4,5,159 m²,400 m²
224,31/07/2024,Rp980 Juta,"Dijual Cepat BUBB Turun Harga Rumah 2,5 Lantai Siap Huni Tidak Banjir Lokasi Strategis Dekat dengan Sekolahan di Taman Palem Lestari, Cengkareng, Kalideres, Jakarta Barat","Cengkareng, Jakarta Barat",2,2,56 m²,100 m²
225,31/07/2024,"Rp4,61 Miliar","Jual Rumah Cluster di Mampang Prapatan,Jakarta Selatan 1 km Trans TV","Mampang Prapatan, Jakarta Selatan",3,4,55 m²,165 m²
226,31/07/2024,"Rp3,2 Miliar","Rumah Daan Mogot Baru, Kalideres, 8x18 m², 2 Lt, SHM (TSI/16371)","Kali Deres, Jakarta Barat",3,3,144 m²,176 m²
227,31/07/2024,"Rp3,2 Miliar","Rumah Daan Mogot Baru, Kalideres, 8x18 m², 2 Lt, SHM (TSI/16371)","Kali Deres, Jakarta Barat",3,3,144 m²,176 m²
228,31/07/2024,Rp45 Miliar,Dijual Cepat Rumah Luas di Area Kemang Jakarta Selatan - Luas Tanah 2002 m2 STD399,"Mampang Prapatan, Jakarta Selatan",5,3,2002 m²,900 m²
229,31/07/2024,"Rp2,95 Miliar","Dijual Cepat Rumah Murah Minimalis dan Bagus 2 Lantai, Lokasi Strategis di Perumahan Citra Garden 2 Ext, Pos 7, Kalideres, Pegadungan, Jakarta Barat","Kali Deres, Jakarta Barat",3,3,150 m²,156 m²
230,31/07/2024,"Rp3,5 Miliar","Rumah dijual Rempoa , Jakarta Selatan","Pesanggrahan, Jakarta Selatan",3,2,300 m²,200 m²
231,31/07/2024,"Rp3,4 Miliar","Dijual Cepat Rumah Bagus Siap Huni 2,5 Lantai, Lokasi Strategis, Tidak Banjir, Cluster Bagus di Perumahan Citra Garden 6, Cluster Red Scarlet, Kalideres, Tegal Alur, Pegadungan, Jakarta Barat","Kali Deres, Jakarta Barat",2,3,90 m²,130 m²
232,01/09/2024,Rp7 Miliar,"Dijual Cepat Rumah Bagus Siap Huni 2 Lantai, Lokasi Strategis, Tidak Banjir, Cluster Bagus di Perumahan Citra Garden 6, Cluster Yellow Chrysant, Kalideres, Tegal Alur, Pegadungan, Jakarta Barat","Kali Deres, Jakarta Barat",4,3,190 m²,300 m²
233,31/07/2024,"Rp3,7 Miliar","Dijual Cepat Rumah Tua Harus Renovasi atau Bangun Baru, Posisi Boulevard, Akses jalanan 3 Mobil, Deket Pos Satpam Lokasi di Perumahan Taman Surya 5, Kalideres, Pegadungan, Jakarta Barat","Kali Deres, Jakarta Barat",4,2,250 m²,175 m²
234,31/07/2024,Rp945 Juta,"Dijual Cepat BUBB SANGAT MURAH TERMURAH Rumah 2 Lantai Siap Pakai Cluster Bagus di Citra 2 Ext, Kalideres, Pegadungan, Jakarta Barat","Kali Deres, Jakarta Barat",2,2,43 m²,54 m²
235,30/08/2024,Rp790 Juta,Dijual Rumah Baru dan Siap Huni di Jakarta Barat,"Cengkareng, Jakarta Barat",2,1,60 m²,40 m²
236,24/07/2024,"Rp5,5 Miliar","Dijual Rumah Sunter Modern Design Rumah Baru di Sunter Agung Rumah Siap Huni di Sunter, Jakarta Utara","Tanjung Priok, Jakarta Utara",4,4,98 m²,270 m²
237,24/07/2024,"Rp1,7 Miliar","Rumah dijual di cibubur ciracas,Jak-Tim Siap Huni 2km Tol Cibubur","Ciracas, Jakarta Timur",3,2,100 m²,180 m²
238,24/07/2024,"Rp7,9 Miliar",Depan Stasiun MRT di Lebak Bulus,"Kebayoran Lama, Jakarta Selatan",5,2,197 m²,188 m²
239,24/07/2024,"Rp1,05 Miliar","Rumah di jual ciracas,Jak-Tim Siap Huni 2 km Stasiun LRT Cibubur","Ciracas, Jakarta Timur",3,2,72 m²,70 m²
240,25/08/2024,"Rp5,3 Miliar",dijual rumah 2 lantai include furnish di pondok kelapa duren sawit,"Duren Sawit, Jakarta Timur",4,4,356 m²,333 m²
241,24/07/2024,"Rp16,5 Miliar",Di jual rumah lama Tebet jalan besar Jakarta Selatan,"Tebet, Jakarta Selatan",4,3,442 m²,350 m²
242,24/07/2024,Rp5 Miliar,"Di jual rumah jalan 2 mobil siap huni Pejaten ,Jakarta Selatan","Pasar Minggu, Jakarta Selatan",4,4,200 m²,250 m²
243,24/07/2024,Rp25 Miliar,"Rumah Mewah Scandinavian, 2Lt, Hdp Timur, Semi Furnished, Nyaman dan Strategis di Area Premium dan Komersial Tebet Mas, Tebet Barat","Tebet, Jakarta Selatan",6,6,445 m²,440 m²
244,17/07/2024,"Rp2,8 Miliar","Rumah di Taman Palem Lestari, Hadap Selatan, Kondisi Full Furnish, Rapi, Siap Huni, Terawat, Bersih","Cengkareng, Jakarta Barat",6,3,90 m²,216 m²
245,10/07/2024,"Rp3,5 Miliar",Rumah mewah di kelapa gading jakarta utara,"Kelapa Gading, Jakarta Utara",4,3,135 m²,156 m²
246,10/07/2024,"Rp2,75 Miliar",Rumah siap huni jatinegara jakarta timur,"Jatinegara, Jakarta Timur",5,5,110 m²,230 m²
247,10/07/2024,"Rp1,5 Miliar","Rumah 2 Lantai di Kramat Jati Pinggir Jalan Raya Dekat Toll Cililitan, Toll TMII, RS. Polri, Jln Raya Bogor","Kramat Jati, Jakarta Timur",3,2,60 m²,120 m²
248,10/07/2024,"Rp2,02 Miliar",rumah 3 kamar tidur konsep eropa jakarta barat,"Kembangan, Jakarta Barat",3,3,60 m²,103 m²
249,10/07/2024,"Rp3,9 Miliar",di jual rumah daerah cempaka putih Utara Jakarta pusat,"Cempaka Putih, Jakarta Pusat",6,5,151 m²,300 m²
250,10/07/2024,Rp8 Miliar,Rumah Jl. Taman Sari Raya Jakarta Barat,"Taman Sari, Jakarta Barat",1,1,203 m²,212 m²
251,10/07/2024,Rp2 Miliar,"Rumah Kelapa Nias Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara",4,1,102 m²,108 m²
252,10/07/2024,"Rp1,89 Miliar","Rumah Gading Griya Lestari Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara",4,3,90 m²,270 m²
253,10/07/2024,"Rp5,7 Miliar","Rumah Sedayu City, Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara",4,3,120 m²,160 m²
254,10/07/2024,"Rp5,93 Miliar","Rumah Sedayu City, Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara",3,3,100 m²,142 m²
255,10/07/2024,"Rp10,5 Miliar",Jual Rumah Muara Karang 12x30 Hadap Utara Lantai Marmer 5 Kamar,"Penjaringan, Jakarta Utara",5,3,360 m²,400 m²
256,10/07/2024,Rp11 Miliar,"Rumah Pulomas Barat Pulo Gadung, Jakarta Timur","Pulo Gadung, Jakarta Timur",8,5,616 m²,530 m²
257,10/07/2024,Rp18 Miliar,"Rumah Jl. Tulodong Kebayoran Baru, Jakarta Selatan","Kebayoran Baru, Jakarta Selatan",4,3,183 m²,300 m²
258,10/07/2024,"Rp8,5 Miliar","Rumah Sedayu City, Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara",4,3,165 m²,144 m²
259,10/07/2024,"Rp5,61 Miliar","Rumah Sunter Agung Permai Sunter, Tanjung Priok, Jakarta Utara","Tanjung Priok, Jakarta Utara",1,1,216 m²,1 m²
260,10/07/2024,Rp995 Juta,"Rumah Gading Griya Residence Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara",1,1,90 m²,1 m²
261,10/07/2024,Rp700 Juta,Rumah Murah 2 Lantai di Cibubur Ciracas Jakarta Timur,"Ciracas, Jakarta Timur",2,3,40 m²,50 m²
262,10/07/2024,"Rp2,3 Miliar","Rumah Jl. Jala Jala Rawa Badak Utara, Koja, Jakarta Utara","Koja, Jakarta Utara",3,3,104 m²,180 m²
263,10/07/2024,"Rp2,7 Miliar","Rumah Jl. Bulak Tengah Klender, Duren Sawit, Jakarta Timur","Duren Sawit, Jakarta Timur",6,3,177 m²,277 m²
264,10/07/2024,Rp800 Juta,Jual Rumah Aparthouse Crystal Blok M Cilandak Jakarta Selatan,"Cilandak, Jakarta Selatan",2,2,13 m²,48 m²
265,10/07/2024,"Rp31,7 Miliar",Dijual Rumah di jl Wijaya kebayoran baru,"Kebayoran Baru, Jakarta Selatan",10,10,488 m²,240 m²
266,10/07/2024,"Rp12,5 Miliar","Rumah Villa Permata Gading Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara",4,4,375 m²,600 m²
267,10/07/2024,"Rp1,85 Miliar","Rumah Jl. Kakak tua Komp. Walikota Sukapura, Jakarta Utara","Kelapa Gading, Jakarta Utara",3,1,160 m²,60 m²
268,10/07/2024,Rp5 Miliar,"Rumah Jl. Kepodang Komp. Walikota Sukapura, Jakarta Utara","Kelapa Gading, Jakarta Utara",4,4,160 m²,200 m²
269,10/07/2024,"Rp1,3 Miliar",Jual Rumah 3 lantai di Kalibata Jakarta Selatan,"Pancoran, Jakarta Selatan",2,2,14 m²,43 m²
270,10/07/2024,Rp21 Miliar,"DIJUAL RUMAH MEWAH STRATEGIS, NYAMAN DAN ASRI DI CIPETE JAKARTA","Kebayoran Baru, Jakarta Selatan",4,4,450 m²,550 m²
271,10/07/2024,"Rp3,75 Miliar","Rumah Kelapa Molek Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara",10,10,102 m²,216 m²
272,10/07/2024,Rp670 Juta,"Rumah dijual petukangan jakarta BU di Pesanggrahan, Jakarta Selatan, Jakarta Baru Bebas Banjir Dekat Sekolah","Pesanggrahan, Jakarta Selatan",2,1,57 m²,57 m²
273,10/07/2024,"Rp8,4 Miliar",Taman villa meruya rumah siap huni lokasi strategis aman nyaman dan tenang di Jakarta barat,"Kembangan, Jakarta Barat",6,4,374 m²,900 m²
274,10/07/2024,"Rp16,3 Miliar","Rumah Royal Orchard Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara",4,5,300 m²,900 m²
275,10/07/2024,"Rp2,8 Miliar","Rumah Imperial Gading Sukapura, Jakarta Utara","Kelapa Gading, Jakarta Utara",4,3,129 m²,130 m²
276,10/07/2024,Rp800 Juta,Jual Rumah Aparthouse Crystal Blok M Cilandak Jakarta Selatan,"Cilandak, Jakarta Selatan",2,2,13 m²,48 m²
277,10/07/2024,"Rp5,7 Miliar","Rumah Sedayu City, Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara",4,3,120 m²,160 m²
278,10/07/2024,"Rp2,6 Miliar","Rumah Kelapa Nias Timur Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara",3,1,96 m²,102 m²
279,10/07/2024,"Rp5,93 Miliar","Rumah Sedayu City, Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara",3,3,100 m²,142 m²
280,10/07/2024,"Rp3,8 Miliar",Rumah 2 Lantai Dengan Konsep Modern Dekat Stasiun MRT Lebak Bulus,"Cilandak, Jakarta Selatan",5,4,160 m²,185 m²
281,10/07/2024,Rp11 Miliar,"Rumah Pulomas Barat Pulo Gadung, Jakarta Timur","Pulo Gadung, Jakarta Timur",8,5,616 m²,530 m²
282,10/07/2024,"Rp8,5 Miliar","Rumah Sedayu City, Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara",4,3,165 m²,144 m²
283,10/07/2024,Rp14 Miliar,"Rumah Villa Gading Indah Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara",7,7,385 m²,600 m²
284,10/07/2024,"Rp6,75 Miliar","Rumah Pinggir Jalan Raya Sunan Giri Rawamangun , Jakarta Timur","Pulo Gadung, Jakarta Timur",3,2,232 m²,199 m²
285,10/07/2024,"Rp3,9 Miliar","Rumah Jl. Pulo Mas Pulo Gadung, Jakarta Timur","Pulo Gadung, Jakarta Timur",4,3,162 m²,250 m²
286,10/07/2024,"Rp5,95 Miliar","Rumah Gading Lavender Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara",5,5,256 m²,350 m²
287,10/07/2024,"Rp9,5 Miliar","Rumah Villa Permata Gading, Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara",6,4,217 m²,400 m²
288,10/07/2024,"Rp9,5 Miliar","Rumah Gading Kirana Barat Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara",5,4,187 m²,340 m²
289,10/07/2024,"Rp6,5 Miliar","Rumah Pelepah Indah Raya Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara",5,4,220 m²,225 m²
290,10/07/2024,"Rp5,5 Miliar","Rumah Sedayu City ABR Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara",3,3,112 m²,157 m²
291,10/07/2024,Rp5 Miliar,"Rumah Taman Modern Cakung, Jakarta Timur","Cakung, Jakarta Timur",4,4,300 m²,325 m²
292,10/07/2024,Rp14 Miliar,"Rumah Villa Gading Indah Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara",7,7,385 m²,600 m²
